GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr	study_items	common1	common2	in_pop	total_pop	fold_enrichment
GO:0008982	MF	e	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2/2	4/2633	1.7315877389738809e-06	5.0	2.0	0.0	P69797, P69805	manX	manZ	4	2633	658.25
GO:0009977	MF	e	proton motive force dependent protein transmembrane transporter activity	2/2	4/2633	1.7315877389738809e-06	7.0	2.0	0.0	P69423, P69428	tatC	tatA	4	2633	658.25
GO:0045261	CC	e	proton-transporting ATP synthase complex, catalytic core F(1)	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P0ABB0, P0ABB4	atpA	atpD	4	2633	658.25
GO:0033178	CC	e	proton-transporting two-sector ATPase complex, catalytic domain	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0ABB0, P0ABB4	atpA	atpD	4	2633	658.25
GO:0009257	BP	e	10-formyltetrahydrofolate biosynthetic process	2/2	4/2633	1.7315877389738809e-06	9.0	2.0	0.0	P08192, P0ABQ4	smpA	yfgC	4	2633	658.25
GO:0034628	BP	e	'de novo' NAD biosynthetic process from aspartate	2/2	4/2633	1.7315877389738809e-06	13.0	2.0	0.0	P10902, P11458	nadB	nadA	4	2633	658.25
GO:0019355	BP	e	nicotinamide nucleotide biosynthetic process from aspartate	2/2	4/2633	1.7315877389738809e-06	11.0	2.0	0.0	P10902, P11458	nadB	nadA	4	2633	658.25
GO:0033281	CC	e	TAT protein transport complex	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P69423, P69428	tatC	tatA	4	2633	658.25
GO:0016675	MF	e	oxidoreductase activity, acting on a heme group of donors	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0ABJ1, P0ABJ3	cyoA	cyoC	4	2633	658.25
GO:0006546	BP	e	glycine catabolic process	2/2	4/2633	1.7315877389738809e-06	10.0	2.0	0.0	P0A6T9, P33195	uvrB	uvrC	4	2633	658.25
GO:0009319	CC	e	cytochrome o ubiquinol oxidase complex	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.002	P0ABJ1, P0ABJ6	cyoA	cyoD	4	2633	658.25
GO:0015768	BP	e	maltose transport	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.0	P02916, P68187	recB	ruvC	4	2633	658.25
GO:0009423	BP	e	chorismate biosynthetic process	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.0	P0A6D3, P12008	metB	thiD	4	2633	658.25
GO:0010921	BP	e	regulation of phosphatase activity	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.0	P07654, P0AGH8	yciG	fliS	4	2633	658.25
GO:0035303	BP	e	regulation of dephosphorylation	2/2	4/2633	1.7315877389738809e-06	7.0	2.0	0.0	P07654, P0AGH8	yciG	fliS	4	2633	658.25
GO:0034627	BP	e	'de novo' NAD biosynthetic process	2/2	4/2633	1.7315877389738809e-06	12.0	2.0	0.0	P10902, P30011	nadB	nadC	4	2633	658.25
GO:0005548	MF	e	phospholipid transporter activity	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P64604, P64606	yrbD	yrbE	4	2633	658.25
GO:0033281	CC	e	TAT protein transport complex	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P69423, P69425	tatC	tatB	4	2633	658.25
GO:0009977	MF	e	proton motive force dependent protein transmembrane transporter activity	2/2	4/2633	1.7315877389738809e-06	7.0	2.0	0.0	P69423, P69425	tatC	tatB	4	2633	658.25
GO:0019355	BP	e	nicotinamide nucleotide biosynthetic process from aspartate	2/2	4/2633	1.7315877389738809e-06	11.0	2.0	0.0	P10902, P30011	nadB	nadC	4	2633	658.25
GO:0009095	BP	e	aromatic amino acid family biosynthetic process, prephenate pathway	2/2	4/2633	1.7315877389738809e-06	9.0	2.0	0.0	P07023, P0A9J8	hisB	hisG	4	2633	658.25
GO:0009094	BP	e	L-phenylalanine biosynthetic process	2/2	4/2633	1.7315877389738809e-06	10.0	2.0	0.0	P07023, P0A9J8	hisB	hisG	4	2633	658.25
GO:0034628	BP	e	'de novo' NAD biosynthetic process from aspartate	2/2	4/2633	1.7315877389738809e-06	13.0	2.0	0.0	P10902, P30011	nadB	nadC	4	2633	658.25
GO:1902223	BP	e	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process	2/2	4/2633	1.7315877389738809e-06	9.0	2.0	0.0	P07023, P0A9J8	hisB	hisG	4	2633	658.25
GO:0097638	BP	e	L-arginine import across plasma membrane	2/2	4/2633	1.7315877389738809e-06	13.0	2.0	0.002	P0AE30, P0AE34	proC	argH	4	2633	658.25
GO:1990822	BP	e	basic amino acid transmembrane transport	2/2	4/2633	1.7315877389738809e-06	10.0	2.0	0.002	P0AE30, P0AE34	proC	argH	4	2633	658.25
GO:1903826	BP	e	arginine transmembrane transport	2/2	4/2633	1.7315877389738809e-06	11.0	2.0	0.002	P0AE30, P0AE34	lysR	aroE	4	2633	658.25
GO:0015453	MF	e	oxidoreduction-driven active transmembrane transporter activity	2/2	4/2633	1.7315877389738809e-06	5.0	2.0	0.002	P0ABI8, P0ABJ1	cyoB	cyoA	4	2633	658.25
GO:0010921	BP	e	regulation of phosphatase activity	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.0	P0AG82, P0AGH8	proC	argE	4	2633	658.25
GO:1990063	CC	e	Bam protein complex	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0A937, P0A940	smpA	yaeT	4	2633	658.25
GO:0005548	MF	e	phospholipid transporter activity	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P63386, P64606	yrbF	yrbE	4	2633	658.25
GO:0000724	BP	e	double-strand break repair via homologous recombination	2/2	4/2633	1.7315877389738809e-06	9.0	2.0	0.0	P05824, P07648	ccmG	bcp	4	2633	658.25
GO:0000731	BP	e	DNA synthesis involved in DNA repair	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.002	P0A7H0, P0A7H6	fepB	fepC	4	2633	658.25
GO:0009423	BP	e	chorismate biosynthetic process	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.0	P0A6D3, P15770	aroA	aroE	4	2633	658.25
GO:0044463	CC	e	cell projection part	2/2	4/2633	1.7315877389738809e-06	2.0	2.0	0.0	P24216, P52614	argB	argC	4	2633	658.25
GO:0071897	BP	e	DNA biosynthetic process	2/2	4/2633	1.7315877389738809e-06	7.0	2.0	0.002	P0A7H0, P0A7H6	fepB	fepC	4	2633	658.25
GO:0009319	CC	e	cytochrome o ubiquinol oxidase complex	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.002	P0ABI8, P0ABJ1	cyoB	cyoA	4	2633	658.25
GO:1903400	BP	e	L-arginine transmembrane transport	2/2	4/2633	1.7315877389738809e-06	12.0	2.0	0.002	P0AE30, P0AE34	yrbC	yrbD	4	2633	658.25
GO:0016838	MF	e	carbon-oxygen lyase activity, acting on phosphates	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P00934, P07639	thrC	aroB	4	2633	658.25
GO:0016675	MF	e	oxidoreductase activity, acting on a heme group of donors	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.002	P0ABI8, P0ABJ1	cyoB	cyoA	4	2633	658.25
GO:0009486	MF	e	cytochrome bo3 ubiquinol oxidase activity	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.002	P0ABI8, P0ABJ1	cyoB	cyoA	4	2633	658.25
GO:0015002	MF	e	heme-copper terminal oxidase activity	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.002	P0ABI8, P0ABJ1	cyoB	cyoA	4	2633	658.25
GO:0035303	BP	e	regulation of dephosphorylation	2/2	4/2633	1.7315877389738809e-06	7.0	2.0	0.0	P0AG82, P0AGH8	metE	thiC	4	2633	658.25
GO:0043953	BP	e	protein transport by the Tat complex	2/2	4/2633	1.7315877389738809e-06	9.0	2.0	0.0	P69423, P69425	tatC	tatB	4	2633	658.25
GO:0006564	BP	e	L-serine biosynthetic process	2/2	4/2633	1.7315877389738809e-06	10.0	2.0	0.0	P0A9T0, P23721	serA	serC	4	2633	658.25
GO:0006560	BP	e	proline metabolic process	2/2	4/2633	1.7315877389738809e-06	9.0	2.0	0.004	P07004, P0A7B5	nuoE	nuoG	4	2633	658.25
GO:0045261	CC	e	proton-transporting ATP synthase complex, catalytic core F(1)	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P0A6E6, P0ABB0	atpC	atpA	4	2633	658.25
GO:0009486	MF	e	cytochrome bo3 ubiquinol oxidase activity	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P0ABJ3, P0ABJ6	cyoC	cyoD	4	2633	658.25
GO:0033178	CC	e	proton-transporting two-sector ATPase complex, catalytic domain	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0A6E6, P0ABB0	atpC	atpA	4	2633	658.25
GO:0009319	CC	e	cytochrome o ubiquinol oxidase complex	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0ABJ3, P0ABJ6	cyoC	cyoD	4	2633	658.25
GO:0009423	BP	e	chorismate biosynthetic process	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.0	P12008, P15770	ilvD	ilvE	4	2633	658.25
GO:0009092	BP	e	homoserine metabolic process	2/2	4/2633	1.7315877389738809e-06	9.0	2.0	0.0	P00561, P00935	atpA	atpE	4	2633	658.25
GO:0009486	MF	e	cytochrome bo3 ubiquinol oxidase activity	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.002	P0ABJ1, P0ABJ6	cyoA	cyoD	4	2633	658.25
GO:0016838	MF	e	carbon-oxygen lyase activity, acting on phosphates	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P07639, P12008	hisA	hisG	4	2633	658.25
GO:0009319	CC	e	cytochrome o ubiquinol oxidase complex	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0ABI8, P0ABJ6	cyoB	cyoD	4	2633	658.25
GO:0015002	MF	e	heme-copper terminal oxidase activity	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.002	P0ABJ1, P0ABJ6	cyoA	cyoD	4	2633	658.25
GO:0009319	CC	e	cytochrome o ubiquinol oxidase complex	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0ABJ1, P0ABJ3	cyoA	cyoC	4	2633	658.25
GO:0009486	MF	e	cytochrome bo3 ubiquinol oxidase activity	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P0ABI8, P0ABJ6	cyoB	cyoD	4	2633	658.25
GO:0015002	MF	e	heme-copper terminal oxidase activity	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0ABJ3, P0ABJ6	cyoC	cyoD	4	2633	658.25
GO:0015453	MF	e	oxidoreduction-driven active transmembrane transporter activity	2/2	4/2633	1.7315877389738809e-06	5.0	2.0	0.0	P0ABJ3, P0ABJ6	cyoC	cyoD	4	2633	658.25
GO:0015002	MF	e	heme-copper terminal oxidase activity	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0ABI8, P0ABJ6	cyoB	cyoD	4	2633	658.25
GO:0015453	MF	e	oxidoreduction-driven active transmembrane transporter activity	2/2	4/2633	1.7315877389738809e-06	5.0	2.0	0.0	P0ABI8, P0ABJ6	cyoB	cyoD	4	2633	658.25
GO:0006560	BP	e	proline metabolic process	2/2	4/2633	1.7315877389738809e-06	9.0	2.0	0.0	P0A7B5, P0A9L8	rffM	rffH	4	2633	658.25
GO:0035303	BP	e	regulation of dephosphorylation	2/2	4/2633	1.7315877389738809e-06	7.0	2.0	0.0	P07654, P0AG82	smpA	yaeT	4	2633	658.25
GO:0016838	MF	e	carbon-oxygen lyase activity, acting on phosphates	2/2	4/2633	1.7315877389738809e-06	4.0	2.0	0.0	P00934, P12008	purN	purL	4	2633	658.25
GO:0051273	BP	e	beta-glucan metabolic process	2/2	4/2633	1.7315877389738809e-06	7.0	2.0	0.0	P37653, P37655	purF	purL	4	2633	658.25
GO:0010921	BP	e	regulation of phosphatase activity	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.0	P07654, P0AG82	smpA	yaeT	4	2633	658.25
GO:0051274	BP	e	beta-glucan biosynthetic process	2/2	4/2633	1.7315877389738809e-06	8.0	2.0	0.0	P37653, P37655	purF	purL	4	2633	658.25
GO:0015616	MF	e	DNA translocase activity	2/2	4/2633	1.7315877389738809e-06	10.0	2.0	0.002	P03018, P08394	nuoG	nuoL	4	2633	658.25
GO:0044461	CC	e	bacterial-type flagellum part	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P24216, P52614	argB	argC	4	2633	658.25
GO:1990063	CC	e	Bam protein complex	2/2	4/2633	1.7315877389738809e-06	3.0	2.0	0.0	P0A937, P0A940	smpA	yaeT	4	2633	658.25
GO:0015453	MF	e	oxidoreduction-driven active transmembrane transporter activity	2/2	4/2633	1.7315877389738809e-06	5.0	2.0	0.002	P0ABJ1, P0ABJ6	cyoA	cyoD	4	2633	658.25
GO:0015986	BP	e	ATP synthesis coupled proton transport	2/2	5/2633	2.885979564956467e-06	12.0	2.0	0.0	P0ABB0, P68699	thrB	metB	5	2633	526.6
GO:0015154	MF	e	disaccharide transmembrane transporter activity	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.0	P02916, P68183	atpB	atpA	5	2633	526.6
GO:0006544	BP	e	glycine metabolic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P0A6T9, P33195	uvrB	uvrC	5	2633	526.6
GO:0043138	MF	e	3'-5' DNA helicase activity	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.002	P03018, P08394	nuoG	nuoL	5	2633	526.6
GO:0016884	MF	e	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	2/2	5/2633	2.885979564956467e-06	4.0	2.0	0.0	P0A6F1, P15254	sdhB	sdhC	5	2633	526.6
GO:0035435	BP	e	phosphate ion transmembrane transport	2/2	5/2633	2.885979564956467e-06	8.0	2.0	0.0	P07654, P0AGH8	ompA	nlpI	5	2633	526.6
GO:0042956	BP	e	maltodextrin transport	2/2	5/2633	2.885979564956467e-06	7.0	2.0	0.0	P02916, P68183	atpB	atpA	5	2633	526.6
GO:0043211	MF	e	carbohydrate-transporting ATPase activity	2/2	5/2633	2.885979564956467e-06	11.0	2.0	0.0	P02916, P68183	atpB	atpA	5	2633	526.6
GO:0046655	BP	e	folic acid metabolic process	2/2	5/2633	2.885979564956467e-06	7.0	2.0	0.0	P08192, P0ABQ4	smpA	yfgC	5	2633	526.6
GO:1990391	CC	e	DNA repair complex	2/2	5/2633	2.885979564956467e-06	2.0	2.0	0.0	P0A8F8, P0A8G0	atpA	atpE	5	2633	526.6
GO:0015774	BP	e	polysaccharide transport	2/2	5/2633	2.885979564956467e-06	6.0	2.0	0.0	P02916, P68183	atpB	atpA	5	2633	526.6
GO:0006544	BP	e	glycine metabolic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P0A6T9, P27248	gcvH	gcvT	5	2633	526.6
GO:0016884	MF	e	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	2/2	5/2633	2.885979564956467e-06	4.0	2.0	0.0	P04079, P0A6F1	valS	tyrS	5	2633	526.6
GO:0043140	MF	e	ATP-dependent 3'-5' DNA helicase activity	2/2	5/2633	2.885979564956467e-06	11.0	2.0	0.002	P03018, P08394	nuoG	nuoL	5	2633	526.6
GO:0015986	BP	e	ATP synthesis coupled proton transport	2/2	5/2633	2.885979564956467e-06	12.0	2.0	0.0	P0AB98, P0ABB0	smpA	bamB	5	2633	526.6
GO:0043211	MF	e	carbohydrate-transporting ATPase activity	2/2	5/2633	2.885979564956467e-06	11.0	2.0	0.0	P68183, P68187	pyrC	purD	5	2633	526.6
GO:0015985	BP	e	energy coupled proton transport, down electrochemical gradient	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P0ABB0, P68699	yfiO	lolA	5	2633	526.6
GO:0002143	BP	e	tRNA wobble position uridine thiolation	2/2	5/2633	2.885979564956467e-06	13.0	2.0	0.002	P0A890, P45531	fepB	fepC	5	2633	526.6
GO:0006207	BP	e	'de novo' pyrimidine nucleobase biosynthetic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.002	P05020, P0A7E1	aroA	aroC	5	2633	526.6
GO:0019344	BP	e	cysteine biosynthetic process	2/2	5/2633	2.885979564956467e-06	10.0	2.0	0.002	P0A9D4, P0ABK5	guaA	purA	5	2633	526.6
GO:0006749	BP	e	glutathione metabolic process	2/2	5/2633	2.885979564956467e-06	6.0	2.0	0.0	P04425, P0A6W9	phoP	torR	5	2633	526.6
GO:0015154	MF	e	disaccharide transmembrane transporter activity	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.0	P68183, P68187	cyoA	cyoE	5	2633	526.6
GO:1902023	BP	e	L-arginine transport	2/2	5/2633	2.885979564956467e-06	11.0	2.0	0.002	P0AE30, P0AE34	yrbC	yrbD	5	2633	526.6
GO:0015809	BP	e	arginine transport	2/2	5/2633	2.885979564956467e-06	10.0	2.0	0.002	P0AE30, P0AE34	yrbC	yrbD	5	2633	526.6
GO:0045005	BP	e	DNA-dependent DNA replication maintenance of fidelity	2/2	5/2633	2.885979564956467e-06	7.0	2.0	0.0	P03018, P0A814	malF	malK	5	2633	526.6
GO:0048476	CC	e	Holliday junction resolvase complex	2/2	5/2633	2.885979564956467e-06	3.0	2.0	0.0	P0A809, P0A8P8	fepA	fepC	5	2633	526.6
GO:0043211	MF	e	carbohydrate-transporting ATPase activity	2/2	5/2633	2.885979564956467e-06	11.0	2.0	0.0	P02916, P68187	carB	serA	5	2633	526.6
GO:0015154	MF	e	disaccharide transmembrane transporter activity	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.0	P02916, P68187	carB	serA	5	2633	526.6
GO:0015620	MF	e	ferric-enterobactin transmembrane transporter activity	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.0	P05825, P23878	fepA	fepC	5	2633	526.6
GO:0048039	MF	e	ubiquinone binding	2/2	5/2633	2.885979564956467e-06	4.0	2.0	0.004	P0ABI8, P0ABJ1	cyoB	cyoA	5	2633	526.6
GO:0015774	BP	e	polysaccharide transport	2/2	5/2633	2.885979564956467e-06	6.0	2.0	0.0	P02916, P68187	ilvD	leuB	5	2633	526.6
GO:0002143	BP	e	tRNA wobble position uridine thiolation	2/2	5/2633	2.885979564956467e-06	13.0	2.0	0.0	P45530, P45531	yheL	yheM	5	2633	526.6
GO:0017006	BP	e	protein-tetrapyrrole linkage	2/2	5/2633	2.885979564956467e-06	7.0	2.0	0.0	P0ABM9, P33927	nuoJ	nuoG	5	2633	526.6
GO:0018063	BP	e	cytochrome c-heme linkage	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P0ABM9, P33927	nuoJ	nuoG	5	2633	526.6
GO:0017003	BP	e	protein-heme linkage	2/2	5/2633	2.885979564956467e-06	8.0	2.0	0.0	P0ABM9, P33927	nuoJ	nuoG	5	2633	526.6
GO:0046040	BP	e	IMP metabolic process	2/2	5/2633	2.885979564956467e-06	10.0	2.0	0.0	P08179, P15254	mnmG	mnmE	5	2633	526.6
GO:0048476	CC	e	Holliday junction resolvase complex	2/2	5/2633	2.885979564956467e-06	3.0	2.0	0.0	P0A809, P0A814	kgtP	lldP	5	2633	526.6
GO:0015986	BP	e	ATP synthesis coupled proton transport	2/2	5/2633	2.885979564956467e-06	12.0	2.0	0.002	P0AB98, P68699	atpC	atpD	5	2633	526.6
GO:0015985	BP	e	energy coupled proton transport, down electrochemical gradient	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.002	P0AB98, P68699	atpC	atpD	5	2633	526.6
GO:0016884	MF	e	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	2/2	5/2633	2.885979564956467e-06	4.0	2.0	0.0	P00968, P15254	hisH	hisF	5	2633	526.6
GO:0065002	BP	e	intracellular protein transmembrane transport	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P69425, P69428	proB	argC	5	2633	526.6
GO:0046040	BP	e	IMP metabolic process	2/2	5/2633	2.885979564956467e-06	10.0	2.0	0.002	P0A7D4, P15254	lysA	glyA	5	2633	526.6
GO:0016742	MF	e	hydroxymethyl-, formyl- and related transferase activity	2/2	5/2633	2.885979564956467e-06	4.0	2.0	0.0	P0A825, P15639	glyA	purH	5	2633	526.6
GO:0042956	BP	e	maltodextrin transport	2/2	5/2633	2.885979564956467e-06	7.0	2.0	0.0	P02916, P68187	ilvD	leuB	5	2633	526.6
GO:0006558	BP	e	L-phenylalanine metabolic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P07023, P0A9J8	lysA	lysR	5	2633	526.6
GO:1902221	BP	e	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	2/2	5/2633	2.885979564956467e-06	8.0	2.0	0.0	P07023, P0A9J8	lysA	lysR	5	2633	526.6
GO:1990391	CC	e	DNA repair complex	2/2	5/2633	2.885979564956467e-06	2.0	2.0	0.0	P0A698, P0A8F8	nuoB	nuoF	5	2633	526.6
GO:0008272	BP	e	sulfate transport	2/2	5/2633	2.885979564956467e-06	7.0	2.0	0.0	P16676, P16700	entF	entA	5	2633	526.6
GO:0015774	BP	e	polysaccharide transport	2/2	5/2633	2.885979564956467e-06	6.0	2.0	0.0	P02916, P0AEX9	carA	purC	5	2633	526.6
GO:0042956	BP	e	maltodextrin transport	2/2	5/2633	2.885979564956467e-06	7.0	2.0	0.0	P02916, P0AEX9	carA	purC	5	2633	526.6
GO:0065002	BP	e	intracellular protein transmembrane transport	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P69423, P69428	moeA	moaE	5	2633	526.6
GO:0016884	MF	e	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	2/2	5/2633	2.885979564956467e-06	4.0	2.0	0.0	P00968, P0A6F1	pdxA	thiD	5	2633	526.6
GO:0006544	BP	e	glycine metabolic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P27248, P33195	gcvT	gcvP	5	2633	526.6
GO:0006207	BP	e	'de novo' pyrimidine nucleobase biosynthetic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P08244, P0A7E3	fabZ	pgk	5	2633	526.6
GO:0042732	BP	e	D-xylose metabolic process	2/2	5/2633	2.885979564956467e-06	6.0	2.0	0.0	P00944, P09099	pyrC	pyrE	5	2633	526.6
GO:0006207	BP	e	'de novo' pyrimidine nucleobase biosynthetic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P05020, P0A7E3	fepD	fepC	5	2633	526.6
GO:0015620	MF	e	ferric-enterobactin transmembrane transporter activity	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.0	P23876, P23878	fepD	fepC	5	2633	526.6
GO:0015985	BP	e	energy coupled proton transport, down electrochemical gradient	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P0A6E6, P0ABB0	atpC	atpA	5	2633	526.6
GO:0015986	BP	e	ATP synthesis coupled proton transport	2/2	5/2633	2.885979564956467e-06	12.0	2.0	0.0	P0A6E6, P0ABB0	atpC	atpA	5	2633	526.6
GO:0015985	BP	e	energy coupled proton transport, down electrochemical gradient	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P0A6E6, P0AB98	trpA	trpB	5	2633	526.6
GO:0015986	BP	e	ATP synthesis coupled proton transport	2/2	5/2633	2.885979564956467e-06	12.0	2.0	0.0	P0A6E6, P0AB98	trpA	trpB	5	2633	526.6
GO:1905369	CC	e	endopeptidase complex	2/2	5/2633	2.885979564956467e-06	4.0	2.0	0.0	P0A6G7, P0A6H1	sucC	sdhA	5	2633	526.6
GO:1905368	CC	e	peptidase complex	2/2	5/2633	2.885979564956467e-06	3.0	2.0	0.0	P0A6G7, P0A6H1	purM	guaB	5	2633	526.6
GO:0009376	CC	e	HslUV protease complex	2/2	5/2633	2.885979564956467e-06	7.0	2.0	0.0	P0A6G7, P0A6H1	purM	guaB	5	2633	526.6
GO:0000502	CC	e	proteasome complex	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.0	P0A6G7, P0A6H1	purM	guaB	5	2633	526.6
GO:0031597	CC	e	cytosolic proteasome complex	2/2	5/2633	2.885979564956467e-06	6.0	2.0	0.0	P0A6G7, P0A6H1	purM	guaB	5	2633	526.6
GO:0009437	BP	e	carnitine metabolic process	2/2	5/2633	2.885979564956467e-06	6.0	2.0	0.0	P31574, P68644	purA	purU	5	2633	526.6
GO:0019202	MF	e	amino acid kinase activity	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.0	P00547, P0A7B5	tyrA	trpB	5	2633	526.6
GO:0006207	BP	e	'de novo' pyrimidine nucleobase biosynthetic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P0A7E1, P0A7E3	pyrD	pyrE	5	2633	526.6
GO:0002143	BP	e	tRNA wobble position uridine thiolation	2/2	5/2633	2.885979564956467e-06	13.0	2.0	0.0	P0A890, P45530	pstA	pstS	5	2633	526.6
GO:0033202	CC	e	DNA helicase complex	2/2	5/2633	2.885979564956467e-06	3.0	2.0	0.0	P03018, P0A809	gltX	birA	5	2633	526.6
GO:0002143	BP	e	tRNA wobble position uridine thiolation	2/2	5/2633	2.885979564956467e-06	13.0	2.0	0.0	P45530, P45532	rfaQ	rfaF	5	2633	526.6
GO:1990391	CC	e	DNA repair complex	2/2	5/2633	2.885979564956467e-06	2.0	2.0	0.0	P0A698, P0A8G0	nuoK	nuoG	5	2633	526.6
GO:0033202	CC	e	DNA helicase complex	2/2	5/2633	2.885979564956467e-06	3.0	2.0	0.0	P03018, P24230	nuoB	nuoF	5	2633	526.6
GO:0015985	BP	e	energy coupled proton transport, down electrochemical gradient	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P0AB98, P0ABB0	smpA	bamB	5	2633	526.6
GO:0006207	BP	e	'de novo' pyrimidine nucleobase biosynthetic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P08244, P0A7E1	fhuC	fhuD	5	2633	526.6
GO:0033202	CC	e	DNA helicase complex	2/2	5/2633	2.885979564956467e-06	3.0	2.0	0.0	P0A809, P24230	ruvA	recG	5	2633	526.6
GO:0010273	BP	e	detoxification of copper ion	2/2	5/2633	2.885979564956467e-06	3.0	2.0	0.002	P36649, Q59385	trpB	hisA	5	2633	526.6
GO:0050897	MF	e	cobalt ion binding	2/2	5/2633	2.885979564956467e-06	6.0	2.0	0.0	P0A825, P23908	glyA	argE	5	2633	526.6
GO:0048476	CC	e	Holliday junction resolvase complex	2/2	5/2633	2.885979564956467e-06	3.0	2.0	0.0	P0A814, P0A8P6	proB	purL	5	2633	526.6
GO:0046040	BP	e	IMP metabolic process	2/2	5/2633	2.885979564956467e-06	10.0	2.0	0.0	P08179, P0A7D4	argA	proB	5	2633	526.6
GO:0019202	MF	e	amino acid kinase activity	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.0	P00561, P0A7B5	hisI	hisH	5	2633	526.6
GO:0006207	BP	e	'de novo' pyrimidine nucleobase biosynthetic process	2/2	5/2633	2.885979564956467e-06	9.0	2.0	0.0	P05020, P08244	phoP	phoQ	5	2633	526.6
GO:0002143	BP	e	tRNA wobble position uridine thiolation	2/2	5/2633	2.885979564956467e-06	13.0	2.0	0.0	P0A890, P45532	metB	cysK	5	2633	526.6
GO:0019202	MF	e	amino acid kinase activity	2/2	5/2633	2.885979564956467e-06	5.0	2.0	0.002	P00547, P00561	atpD	atpE	5	2633	526.6
