ids	Pwy	pcomplex	kegg_modules	operon	regulator_name
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	ArgR
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	Fis
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	Fis
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	Fis
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	IHF
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	IHF
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	IHF
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	PepA
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	PepA
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	PepA
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	PurR
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	PurR
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	PurR
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	RutR
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	RutR
2207	PWY0-162	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	RutR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	ArgR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	ArgR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	ArgR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	Fis
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	Fis
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	Fis
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	IHF
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	IHF
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	IHF
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	PepA
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	PepA
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	PepA
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	PurR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	PurR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	PurR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	RutR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	RutR
2207	PWY-7211	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	RutR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	ArgR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	ArgR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	ArgR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	Fis
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	Fis
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	Fis
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	IHF
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	IHF
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	IHF
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	PepA
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	PepA
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	PepA
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	PurR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	PurR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	PurR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	RutR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	RutR
2207	ARG+POLYAMINE-SYN	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	RutR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	ArgR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	ArgR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	ArgR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	Fis
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	Fis
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	Fis
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	IHF
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	IHF
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	IHF
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	PepA
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	PepA
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	PepA
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	PurR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	PurR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	PurR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU0-6884	RutR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00110	RutR
2207	PWY-5686	CARBPSYN-CPLX	eco_M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	TU00109	RutR
1941	NA	CPLX0-7666	NA	TU141	CRP
1941	NA	CPLX0-7666	NA	TU141	FNR
1941	NA	CPLX0-7666	NA	TU141	H-NS
1941	NA	CPLX0-7666	NA	TU141	NarL
2196	CARNMET-PWY	NA	NA	TU0-14529	ArcA
2196	CARNMET-PWY	NA	NA	TU00247	ArcA
2196	CARNMET-PWY	NA	NA	TU0-14529	CRP
2196	CARNMET-PWY	NA	NA	TU00247	CRP
2196	CARNMET-PWY	NA	NA	TU0-14529	FNR
2196	CARNMET-PWY	NA	NA	TU00247	FNR
2196	CARNMET-PWY	NA	NA	TU0-14529	H-NS
2196	CARNMET-PWY	NA	NA	TU00247	H-NS
2196	CARNMET-PWY	NA	NA	TU0-14529	CaiF
2196	CARNMET-PWY	NA	NA	TU00247	CaiF
1470	CARNMET-PWY	NA	NA	TU0-14529	ArcA
1470	CARNMET-PWY	NA	NA	TU00247	ArcA
1470	CARNMET-PWY	NA	NA	TU0-14529	CRP
1470	CARNMET-PWY	NA	NA	TU00247	CRP
1470	CARNMET-PWY	NA	NA	TU0-14529	FNR
1470	CARNMET-PWY	NA	NA	TU00247	FNR
1470	CARNMET-PWY	NA	NA	TU0-14529	H-NS
1470	CARNMET-PWY	NA	NA	TU00247	H-NS
1470	CARNMET-PWY	NA	NA	TU0-14529	CaiF
1470	CARNMET-PWY	NA	NA	TU00247	CaiF
3907	CARNMET-PWY	CARNDEHYDRA-CPLX	NA	TU00247	ArcA
3907	CARNMET-PWY	CARNDEHYDRA-CPLX	NA	TU00247	CRP
3907	CARNMET-PWY	CARNDEHYDRA-CPLX	NA	TU00247	FNR
3907	CARNMET-PWY	CARNDEHYDRA-CPLX	NA	TU00247	H-NS
3907	CARNMET-PWY	CARNDEHYDRA-CPLX	NA	TU00247	CaiF
3963	CARNMET-PWY	NA	NA	TU00247	ArcA
3963	CARNMET-PWY	NA	NA	TU00247	CRP
3963	CARNMET-PWY	NA	NA	TU00247	FNR
3963	CARNMET-PWY	NA	NA	TU00247	H-NS
3963	CARNMET-PWY	NA	NA	TU00247	CaiF
2283	NA	CPLX0-7906	NA	TU00247	ArcA
2283	NA	CPLX0-7906	NA	TU00247	CRP
2283	NA	CPLX0-7906	NA	TU00247	FNR
2283	NA	CPLX0-7906	NA	TU00247	H-NS
2283	NA	CPLX0-7906	NA	TU00247	CaiF
3567	NA	NA	NA	TU142	CRP
3567	NA	NA	NA	TU142	FNR
3567	NA	NA	NA	TU142	CaiF
2377	NA	NA	NA	TU142	CRP
2377	NA	NA	NA	TU142	FNR
2377	NA	NA	NA	TU142	CaiF
2468	NA	NA	NA	TU142	CRP
2468	NA	NA	NA	TU142	FNR
2468	NA	NA	NA	TU142	CaiF
2405	NA	NA	NA	TU142	CRP
2405	NA	NA	NA	TU142	FNR
2405	NA	NA	NA	TU142	CaiF
1725	NA	NA	NA	TU0-12799	NA
2496	NA	CPLX0-7939	NA	TU0-12800	NA
1816	NA	CPLX0-7819	NA	TU0-12800	NA
3422	ALL-CHORISMATE-PWY	NA	eco_M00126  Tetrahydrofolate biosynthesis, GTP => THF	TU0-6401	IHF
3422	ALL-CHORISMATE-PWY	NA	eco_M00126  Tetrahydrofolate biosynthesis, GTP => THF	TU0-6401	TyrR
3422	PWY-6614	NA	eco_M00126  Tetrahydrofolate biosynthesis, GTP => THF	TU0-6401	IHF
3422	PWY-6614	NA	eco_M00126  Tetrahydrofolate biosynthesis, GTP => THF	TU0-6401	TyrR
3422	PWY-6612	NA	eco_M00126  Tetrahydrofolate biosynthesis, GTP => THF	TU0-6401	IHF
3422	PWY-6612	NA	eco_M00126  Tetrahydrofolate biosynthesis, GTP => THF	TU0-6401	TyrR
3422	1CMET2-PWY	NA	eco_M00126  Tetrahydrofolate biosynthesis, GTP => THF	TU0-6401	IHF
3422	1CMET2-PWY	NA	eco_M00126  Tetrahydrofolate biosynthesis, GTP => THF	TU0-6401	TyrR
2295	NA	NA	NA	TU00362	Fis
2295	NA	NA	NA	TU0-5201	Fis
2295	NA	NA	NA	TU0-5202	Fis
2295	NA	NA	NA	TU0-5186	Fis
3929	NA	NA	NA	TU00362	Fis
3929	NA	NA	NA	TU0-5201	Fis
3929	NA	NA	NA	TU0-5202	Fis
3929	NA	NA	NA	TU0-5186	Fis
2389	NA	NA	NA	TU00362	Fis
2389	NA	NA	NA	TU0-5201	Fis
2389	NA	NA	NA	TU0-5221	Fis
2389	NA	NA	NA	TU0-5186	Fis
1375	PYRIDOXSYN-PWY	CPLX0-7847	eco_M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	TU0-4287	Fis
1375	PYRIDOXSYN-PWY	CPLX0-7847	eco_M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	TU00362	Fis
1375	PYRIDOXSYN-PWY	CPLX0-7847	eco_M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	TU0-5201	Fis
1375	PYRIDOXSYN-PWY	CPLX0-7847	eco_M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	TU0-5221	Fis
1375	PWY0-845	CPLX0-7847	eco_M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	TU0-4287	Fis
1375	PWY0-845	CPLX0-7847	eco_M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	TU00362	Fis
1375	PWY0-845	CPLX0-7847	eco_M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	TU0-5201	Fis
1375	PWY0-845	CPLX0-7847	eco_M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	TU0-5221	Fis
2546	NA	NA	NA	TU0-4287	NA
2546	NA	NA	NA	TU00362	NA
3507	NA	CPLX0-7992	NA	TU0-4287	NA
3507	NA	CPLX0-7992	NA	TU0-4284	NA
3507	NA	CPLX0-7992	NA	TU0-4285	NA
3507	NA	CPLX0-7628	NA	TU0-4287	NA
3507	NA	CPLX0-7628	NA	TU0-4284	NA
3507	NA	CPLX0-7628	NA	TU0-4285	NA
3473	NA	CPLX0-7992	NA	TU0-4287	NA
3473	NA	CPLX0-7992	NA	TU0-4284	NA
3473	NA	CPLX0-7992	NA	TU0-4285	NA
3473	NA	CPLX0-7628	NA	TU0-4287	NA
3473	NA	CPLX0-7628	NA	TU0-4284	NA
3473	NA	CPLX0-7628	NA	TU0-4285	NA
3475	NA	CPLX0-7992	NA	TU0-4287	NA
3475	NA	CPLX0-7992	NA	TU0-4284	NA
3475	NA	CPLX0-7992	NA	TU0-4285	NA
3475	NA	CPLX0-7628	NA	TU0-4287	NA
3475	NA	CPLX0-7628	NA	TU0-4284	NA
3475	NA	CPLX0-7628	NA	TU0-4285	NA
3508	NA	CPLX0-7992	NA	TU0-4287	NA
3508	NA	CPLX0-7992	NA	TU0-4284	NA
3508	NA	CPLX0-7992	NA	TU0-4285	NA
3508	NA	CPLX0-7628	NA	TU0-4287	NA
3508	NA	CPLX0-7628	NA	TU0-4284	NA
3508	NA	CPLX0-7628	NA	TU0-4285	NA
808	NA	NA	NA	TU0-12801	NA
2943	NA	NA	NA	TU0-12802	NA
3117	NA	NA	NA	TU0-3841	NA
220	NA	NA	NA	TU0-14488	NA
220	NA	NA	NA	TU0-3841	NA
3792	NA	NA	NA	TU0-7581	LexA
3638	NA	PC00003	NA	TU00003	AraC
3638	NA	PC00003	NA	TU00003	CRP
3638	NA	PC00003	NA	TU00003	XylR
918	NA	ABC-32-CPLX	NA	TU0-12805	SgrR
1046	NA	ABC-32-CPLX	NA	TU0-12805	SgrR
2034	NA	ABC-32-CPLX	NA	TU0-12805	SgrR
1123	NA	NA	NA	TU0-12805	SgrR
1909	NA	NA	NA	TU0-12806	Cra
1909	NA	NA	NA	TU0-12806	SgrR
1561	LEUSYN-PWY	3-ISOPROPYLMALISOM-CPLX	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU00179	LeuO
1561	LEUSYN-PWY	3-ISOPROPYLMALISOM-CPLX	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU0-42478	LeuO
1561	BRANCHED-CHAIN-AA-SYN-PWY	3-ISOPROPYLMALISOM-CPLX	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU00179	LeuO
1561	BRANCHED-CHAIN-AA-SYN-PWY	3-ISOPROPYLMALISOM-CPLX	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU0-42478	LeuO
1649	LEUSYN-PWY	3-ISOPROPYLMALISOM-CPLX	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU00179	LeuO
1649	LEUSYN-PWY	3-ISOPROPYLMALISOM-CPLX	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU0-42478	LeuO
1649	BRANCHED-CHAIN-AA-SYN-PWY	3-ISOPROPYLMALISOM-CPLX	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU00179	LeuO
1649	BRANCHED-CHAIN-AA-SYN-PWY	3-ISOPROPYLMALISOM-CPLX	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU0-42478	LeuO
1739	LEUSYN-PWY	NA	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU00179	LeuO
1739	LEUSYN-PWY	NA	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU0-42478	LeuO
1739	BRANCHED-CHAIN-AA-SYN-PWY	NA	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU00179	LeuO
1739	BRANCHED-CHAIN-AA-SYN-PWY	NA	eco_M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	TU0-42478	LeuO
307	NA	NA	NA	TU0-42656	H-NS
307	NA	NA	NA	TU0-42475	H-NS
307	NA	NA	NA	TU0-12807	H-NS
307	NA	NA	NA	TU0-42477	H-NS
307	NA	NA	NA	TU0-42656	LeuO
307	NA	NA	NA	TU0-42475	LeuO
307	NA	NA	NA	TU0-12807	LeuO
307	NA	NA	NA	TU0-42477	LeuO
307	NA	NA	NA	TU0-42656	RcsB
307	NA	NA	NA	TU0-42656	RcsB-BglJ
307	NA	NA	NA	TU0-42475	RcsB
307	NA	NA	NA	TU0-42475	RcsB-BglJ
307	NA	NA	NA	TU0-12807	RcsB
307	NA	NA	NA	TU0-12807	RcsB-BglJ
307	NA	NA	NA	TU0-42477	RcsB
307	NA	NA	NA	TU0-42477	RcsB-BglJ
307	NA	NA	NA	TU0-42656	StpA
307	NA	NA	NA	TU0-42475	StpA
307	NA	NA	NA	TU0-12807	StpA
307	NA	NA	NA	TU0-42477	StpA
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU00081	H-NS
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6882	H-NS
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6861	H-NS
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6881	H-NS
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU00081	Lrp
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6882	Lrp
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6861	Lrp
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6881	Lrp
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00081	H-NS
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6882	H-NS
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6861	H-NS
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6881	H-NS
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00081	Lrp
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6882	Lrp
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6861	Lrp
2127	THREOCAT-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6881	Lrp
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU00081	H-NS
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6882	H-NS
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6861	H-NS
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6881	H-NS
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU00081	Lrp
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6882	Lrp
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6861	Lrp
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6881	Lrp
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00081	H-NS
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6882	H-NS
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6861	H-NS
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6881	H-NS
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU00081	Lrp
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6882	Lrp
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6861	Lrp
2127	ILEUSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	TU0-6881	Lrp
2127	VALSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU00081	H-NS
2127	VALSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6882	H-NS
2127	VALSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6861	H-NS
2127	VALSYN-PWY	ACETOLACTSYNIII-CPLX	eco_M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	TU0-6881	H-NS
